Topology,NeName,NeType,NeIP,FRAME,SLOT,PORT,ONUID,ONUTYPE,Terminal Type,Ranging(m),Temperature(C),Biascurrent(mA),TxOpticalPower(dBm),RxOpticalPower(dBm),OLTRxONUOpticalPower(dBm),ModuleType,ModuleSubtype
Physical Root/South/Phangnga,ตลาดพังงาNT1_10.160.11.44,MA5608T,10.160.11.44,0,1,1,19,GPON,HG8010Hv6,2001,60,8,2,-20.31,-20.09,GPON,CLASS B+
Physical Root/South/Phangnga,ตลาดพังงาNT1_10.160.11.44,MA5608T,10.160.11.44,0,1,1,2,GPON,HG8010H,1616,42,8,2.25,-22.67,-24.21,GPON,CLASS B+
Physical Root/South/Phangnga,ตลาดพังงาNT1_10.160.11.44,MA5608T,10.160.11.44,0,1,1,7,GPON,HG8245W5-6T,1421,51,11,2.33,-23.37,-22.93,GPON,CLASS B+
Physical Root/South/Phangnga,ตลาดพังงาNT1_10.160.11.44,MA5608T,10.160.11.44,0,1,2,0,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phangnga,ตลาดพังงาNT1_10.160.11.44,MA5608T,10.160.11.44,0,1,2,1,GPON,HG8010Hv6,257,53,8,1.99,-20.86,-16.01,GPON,CLASS B+
Physical Root/South/Phangnga,ตลาดพังงาNT1_10.160.11.44,MA5608T,10.160.11.44,0,1,2,17,GPON,HG8010H,521,35,7,2.09,-27.69,-26.58,GPON,CLASS B+
Physical Root/South/Phangnga,ตลาดพังงาNT1_10.160.11.44,MA5608T,10.160.11.44,0,1,2,29,GPON,HG8145V5,912,49,12,2.23,-17.57,-20.92,GPON,CLASS B+
Physical Root/South/Phangnga,ตลาดพังงาNT1_10.160.11.44,MA5608T,10.160.11.44,0,1,2,3,GPON,HG8245H,1615,43,15,2.06,-15.73,-17.36,GPON,CLASS B+
Physical Root/South/Phangnga,ตลาดพังงาNT1_10.160.11.44,MA5608T,10.160.11.44,0,1,2,30,GPON,HG8010Hv6,433,50,3,2.38,-26.02,-26.2,GPON,CLASS B+
Physical Root/South/Phangnga,ตลาดพังงาNT1_10.160.11.44,MA5608T,10.160.11.44,0,1,2,4,GPON,HG8010Hv6,308,52,9,1.82,-14.23,-15.44,GPON,CLASS B+
Physical Root/South/Phangnga,ตลาดพังงาNT1_10.160.11.44,MA5608T,10.160.11.44,0,1,2,7,GPON,HG8010Hv6,1195,55,7,2.03,-21.8,-17.24,GPON,CLASS B+
Physical Root/South/Phangnga,ตลาดพังงาNT1_10.160.11.44,MA5608T,10.160.11.44,0,1,2,8,GPON,HG8010H,882,45,13,2.22,-23.76,-19.4,GPON,CLASS B+
Physical Root/South/Phangnga,ตลาดพังงาNT1_10.160.11.44,MA5608T,10.160.11.44,0,1,5,1,GPON,HG8140H5,2385,42,16,2.26,-20.86,-21.49,GPON,CLASS B+
Physical Root/South/Phangnga,ตลาดพังงาNT1_10.160.11.44,MA5608T,10.160.11.44,0,1,5,2,GPON,HG8010H,3156,41,11,2.3,-22.14,-23.19,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,0,0,GPON,HG8010H,3907,58,20,2.22,-21.55,-23.47,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,0,12,GPON,HG8145V5,382,50,17,2.21,-17.37,-18.93,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,0,16,GPON,HG8145V5,4734,61,20,2.27,-23.98,-25.38,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,0,17,GPON,HG8010H,721,56,17,2.19,-17.14,-18.83,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,0,19,GPON,HG8245H,5167,40,14,1.99,-18.79,-20.56,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,0,2,GPON,HG8145V5,303,53,16,2.31,-20.36,-19.63,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,0,3,GPON,HG8010Hv6,1040,54,9,2.13,-22.67,-21.43,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,0,4,GPON,HG8245H,2863,45,18,1.97,-20.6,-20.66,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,0,8,GPON,HG8010H,1171,73,15,1.98,-19.17,-20,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,1,0,GPON,HG8010Hv6,10823,58,11,1.99,-24.68,-26.78,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,1,1,GPON,HG8245H,8580,40,15,2.38,-19.62,-21.94,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,1,10,GPON,HG8010Hv6,10981,53,11,1.89,-23.18,-24.95,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,1,13,GPON,HG8010Hv6-10,10838,55,13,2.28,-22.67,-24.56,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,1,14,GPON,HG8010Hv6,10858,63,9,2.18,-25.08,-25.09,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,1,15,GPON,HG8010Hv6,11338,59,8,2.17,-26.19,-28.24,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,1,2,GPON,HG8245H,11058,51,16,2,-25.23,-25.86,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,1,21,GPON,HG8010H,10863,60,22,2.26,-22.84,-24.32,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,1,22,GPON,HG8010H,12408,56,16,2.27,-24.95,-27.22,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,1,25,GPON,HG8245W5,9444,53,17,2.22,-20.36,-23.47,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,1,27,GPON,HG8010Hv6,9491,55,7,2.22,-19.35,-22.52,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,1,3,GPON,HG8140H5,11044,38,10,2.22,-23.98,-26.03,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,1,32,GPON,HG8010Hv6,10996,57,8,1.91,-23.87,-24.21,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,1,35,GPON,HG8010Hv6-10,11020,40,8,2.35,-23.37,-25.53,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,1,37,GPON,HG8010Hv6-10,10862,49,11,2.2,-22.84,-25.23,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,1,38,GPON,HG8010Hv6-10,10858,53,10,2.23,-22.84,-24.82,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,1,4,GPON,HG8140H5,10894,44,12,2.25,-24.31,-26.2,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,1,40,GPON,HG8010Hv6-10,10988,56,9,2.35,-25.08,-26.99,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,1,5,GPON,HG8010H,10854,43,10,2.19,-23.87,-24.32,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,1,6,GPON,HG8010Hv6,10854,53,7,2.21,-23.46,-25.23,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,1,7,GPON,HG8010Hv6,8359,52,10,2.13,-20.5,-21.74,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,1,8,GPON,HG8010H,10891,52,15,2.16,-24.43,-24.69,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,1,9,GPON,HG8010Hv6,11005,48,8,2.17,-24.2,-25.38,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,2,0,GPON,HG8010H,5548,53,18,2.24,-20.08,-23.88,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,2,1,GPON,HG8145V5,4823,54,8,1.83,-21.48,-24.69,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,2,3,GPON,HG8140H5,5737,40,12,2.29,-17.42,-20.87,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,2,4,GPON,HG8010H,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,2,5,GPON,HG8140H5,5882,44,15,2.25,-17.23,-21.25,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,2,6,GPON,HG8140H5,5807,44,11,2.32,-19.74,-21.74,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,2,7,GPON,HG8140H5,4294,44,11,2.32,-16.59,-20.23,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,4,1,GPON,HG8010Hv6,7857,61,8,2.24,-17.62,-14.32,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,4,10,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,4,2,GPON,HG8010Hv6,7903,57,9,2.07,-18.6,-14.87,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,4,3,GPON,HG8010Hv6,7863,54,8,2.01,-17.47,-14.68,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,4,4,GPON,HG8010Hv6-10,7926,49,9,2.36,-18.29,-14.75,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,4,5,GPON,HG8140H5,7689,46,13,2.34,-17.9,-14.73,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,4,7,GPON,HG8140H5,7801,43,11,2.22,-17.79,-14.59,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,5,0,GPON,HG8140H5,8458,35,11,2.31,-15.25,-18.64,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,5,3,GPON,HG8140H5,8259,38,8,2.21,-23.1,-15.79,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,5,8,GPON,HG8140H5,8310,36,11,2.31,-27.69,-32.22,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,5,9,GPON,HG8140H5,8436,36,10,2.31,-12.52,-16.29,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,7,0,GPON,HG8140H5,6257,46,14,2.33,-16.63,-18.42,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,7,1,GPON,HG8010H,6510,51,10,2.33,-16.71,-19.88,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,7,10,GPON,HG8010Hv6,4999,56,8,2.28,-21.3,-22.37,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,7,2,GPON,HG8010Hv6,3587,54,14,1.91,-16.88,-20.32,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,7,3,GPON,HG8010Hv6,6328,56,7,2.25,-22.22,-25.53,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,7,4,GPON,HG8010H,4716,45,14,2.14,-23.28,-23.67,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,7,5,GPON,HG8010H,4837,58,20,2.28,-20.81,-21.74,GPON,CLASS B+
Physical Root/South/Phangnga,บางเตยNT1_10.160.11.43,MA5608T,10.160.11.43,0,0,7,6,GPON,HG8010Hv6,4887,59,8,1.96,-20.41,-21.62,GPON,CLASS B+
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,0,2,GPON,HG8245H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,0,5,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,0,6,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,1,4,GPON,HG8145V5,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,1,5,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,1,7,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,2,0,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,2,1,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,2,2,GPON,HG8010Hv6-10,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,2,4,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,3,0,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,3,10,GPON,HG8145V5,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,3,11,GPON,HG8145V5,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,3,12,GPON,HG8145V5,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,3,13,GPON,HG8145V5,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,3,14,GPON,HG8145V5,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,3,4,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,3,5,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,4,10,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,4,11,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,4,2,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,4,3,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,4,6,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,5,0,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,5,1,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,5,11,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,5,12,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,5,13,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,5,2,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,5,3,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,5,7,GPON,HG8245H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,6,1,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,6,5,GPON,HG8145V5,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,7,0,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,7,1,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,7,2,GPON,HG8245H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,7,3,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,7,4,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,7,6,GPON,HG8245W5-6T,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,0,7,7,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,0,1,GPON,HG8245H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,0,3,GPON,HG8245H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,0,4,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,0,6,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,0,7,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,1,0,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,1,2,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,2,0,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,2,1,GPON,HG8245H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,2,2,GPON,HG8245H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,2,5,GPON,HG8245H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,2,6,GPON,HG8245H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,2,7,GPON,HG8145V5,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,3,0,GPON,HG8145V5,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,3,10,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,3,11,GPON,HG8145V5,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,3,12,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,3,13,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,3,2,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,3,7,GPON,HG8145V5,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,3,8,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,3,9,GPON,HG8145V5,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,4,0,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,4,10,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,4,3,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,4,5,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,4,6,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,4,9,GPON,HG8145V5,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,5,0,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,5,1,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,5,4,GPON,HG8245H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,6,0,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,6,1,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,6,10,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,6,11,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,6,12,GPON,HG8145V5,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,6,14,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,6,15,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,6,2,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,6,3,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,6,4,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,6,5,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,6,6,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,6,7,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,6,8,GPON,HG8010Hv6,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,6,9,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,7,0,GPON,--,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,7,1,GPON,HG8245H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,7,10,GPON,--,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,7,11,GPON,--,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,7,12,GPON,--,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,7,13,GPON,HG8145V5,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,7,14,GPON,HG8245,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,7,15,GPON,HG8240,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,7,16,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,7,17,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,7,18,GPON,HG8010H,--,--,--,--,--,--,--,--
Physical Root/South/Phangnga,KhokKloi,MA5603T,10.160.9.1,0,1,7,19,GPON,--,--,--,--,--,--,--,--,--
